BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000476658;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMIDIATE;None;LV;Pole; ;50 sqmm;1;0000323133;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000423133;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000423133;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;3 WIRE ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;7;0000436251;No Stay;11;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000474614;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000481315;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Double Strut Pole;LV;Pole; ;50 sqmm;1;0000463954;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000431808;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000431808;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000431808;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;0000431362;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000431362;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;3 WIRE BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50 sqmm;1;0000395778;No Stay;11;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000404065;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000404076;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000404076;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000404076;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;1;50 sqmm;1;0000436315;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000436315;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;0000472327;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;0000472327;No Stay;9;No Wire stay;7;1; ; ;0
NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;0000472327;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;0000418913;No Stay;9;No Wire stay;6;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;0000418913;No Stay;11;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000418913;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000419121;No Stay;9;No Wire stay;3;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000426072;No Stay;9;No Wire stay;3;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000426072;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;2;50 sqmm;1;0000426108;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000419985;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; 0000330678;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000405121;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;0000405121;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;Double Strut Pole;LV;Pole; ;50 sqmm;1;0000405121;No Stay;9;No Wire stay;1;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;0000449587;No Stay;11;1 Wire stay;1;None; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;1;0000449587;No Stay;11;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;0000449587;No Stay;9;1 Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000449587;No Stay;9;1 Wire stay;1;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;0000400631;No Stay;11;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000400631;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000400631;No Stay;9;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;0000400631;No Stay;9;No Wire stay;1;None; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGEL;Strut Pole;Dual;Pole; ;25/50 sqmm;1;0000400631;No Stay;11;No Wire stay;1;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000400631;No Stay;9;1 Wire stay;1;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000460155;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000464101;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000464101;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000458996;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000458996;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000468683;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000468683;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000468683;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000468683;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000413677;No Stay;9;1 Wire stay;7;None; ; ;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;0000368198;2;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000368198;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000420491;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000420491;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000432583;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000432583;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;0000440522;2;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000440522;1;9;0;7; ; ;1;0
 ;8;1;1;Wood;11000;T/OFF;1;Dual;Pole; ;25/50 sqmm;7;0000446000;2;11;0;2; ; ;1;0
 ;8;1;0;Wood;11000;INTERMEDIATE;1;Dual;Pole; ;25/50 sqmm;7;0000446000;1;11;0;1; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;0000450470;1;9;1;7; ; ; ;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;0000450470;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;2;LV;Pole;1;50 sqmm;1;0000467814;1;9;0;7; ;1;2;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;3;50 sqmm;1;0000467814;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000474784;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000474784;1;9;0;7; ; ;1;0
 ;8;1;0;Wood;11000;INTERMEDIATE;1;Dual;Pole; ;25/50 sqmm;7;0005102040;1;11;0;1; ; ;1;0
 ;8;1;1;Wood;11000;TERMINAL;2;Dual;Pole; ;25/50 sqmm;7;0005102040;1;11;0;4; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;0005103712;1;9;1;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005103712;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;4;50 sqmm;1;0005105374;1;9;0;7; ; ; ;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;4;50 sqmm;1;0005105374;1;9;0;7; ;1; ;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005106812;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005106812;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005107718;1;9;1;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005107718;1;9;0;7; ;1;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005108161;1;9;0;7; ;1; ;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;0005108161;1;9;1;7; ;1; ;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;0005108365;1;9;1;7; ;1; ;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0005108365;1;9;0;7; ;1; ;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;0005106938;1;9;1;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005106938;1;9;0;7; ;1; ;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000418572;2;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;2;LV;Pole; ;50 sqmm;1;0000418572;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;0000426321;1;9;1;7; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000426321;1;9;0;7; ; ;1;0
 ;8;1;1;Wood;11000;T/OFF;1;Dual;Pole; ;25/50 sqmm;7;0000426321;1;11;0;2; ; ;1;0
 ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000426321;1;9;0;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000439111;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;0000439111;1;9;1;7; ; ;1;0
 ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000439111;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;2;LV;Pole; ;50 sqmm;1;0000439111;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole;1;50 sqmm;1;0000337341;2;9;0;7; ; ; ;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;1;50 sqmm;1;0000337341;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;000045589.;2;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;000045589.;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000163299;1;9;1;7; ; ; ;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0000163299;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;0000442677;1;9;0;7; ; ; ;0
 ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;0000442677;1;9;1;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;0000442677;1;9;1;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole;2;50 sqmm;1;0005104356;1;9;1;7; ; ; ;0
 ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;0005104356;1;9;0;7; ; ;1;0
 ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;0005106766;1;9;1;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDITE;1;LV;Pole; ;50 sqmm;1;0005106766;1;9;0;7; ;1;1;0
 ;1;1;1;Wood;400;TERMINAL; ;LV;Pole;1;50 sqmm;1;0005106889;1;9;1;7; ; ;1;0
 ;1;1;1;Wood;400;INTERMEDIATE; ;LV;Pole;1;50 sqmm;1;0005106889;1;9;0;7; ;1; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000430597;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000453044;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000472758;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;STRAIN;Strut Pole;Dual;Pole; ;50/50 sqmm;5;0000472762;No Stay;11;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000474808;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000474808;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000477599;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000478098;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000478178;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000478761;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000478815;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000478815;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000479736;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000479736;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000479736;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000480766;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000483866;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000403145;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000422837;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000422851;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000425314;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000425314;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000463661;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000463661;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000463661;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000463661;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000463661;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;3;0000466604;No Stay;11;No Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000483168;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000483168;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;NO;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000483198;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC; ;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000483198;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000483198;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000483171;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC; ;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000483171;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC; ;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000483171;No Stay;9;2 Wire stay;7;None; ; ;0
 ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000483171;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000428804;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000428804;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000428804;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000446858;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000446858;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000446858;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000416579;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000416579;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000416579;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000416579;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000445249;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000445249;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000444931;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000444931;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000444931;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000461342;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000444941;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000444941;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000447402;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000447402;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000447402;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000447402;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000447402;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000463498;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000463498;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000444910;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000444910;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000444910;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000445854;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000445854;No Stay;9;No Wire stay;7;None; ; ;0
