BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000454459;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000454459;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000434263;No Stay;9;1 Wire stay;7;2; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;0000437922;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000437922;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000437922;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000451960;Out Rigger Stay;9;No Wire stay;7;3; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000451971;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000456818;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000456818;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000456818;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000463180;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000463180;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000467712;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000467712;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000467712;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
N/A;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000417679;No Stay;11;No Wire stay;3;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000417679;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000417679;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000423131;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000423131;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000423131;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000423131;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000423131;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000423131;No Stay;9;2 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000429358;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000429358;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000429358;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000429358;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000474885;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000474885;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000474885;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000426519;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000426519;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000395290;No Stay;11;No Wire stay;1;None; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000395290;No Stay;11;No Wire stay;1;None; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;0000395290;No Stay;11;No Wire stay;1;None; ; ;0
N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;Strut Pole;HV;Pole;0;50 sqmm;3;0000395290;No Stay;11;No Wire stay;7;None; ; ;0
N/A;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000395290;No Stay;11;1 Wire stay;4;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000420515;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000420515;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000420515;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000428053;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000428053;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000428053;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000428053;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000428864;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000428864;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000428864;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole;0;50/50 sqmm;7;0000469156;No Stay;11;No Wire stay;2;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50/50 sqmm;7;0000469156;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50/50 sqmm;7;0000469156;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000476982;No Stay;7;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000476982;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000476982;No Stay;7;2 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000427974;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000427974;No Stay;9;2 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000427974;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000427974;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000427974;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000417720;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000417720;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000417720;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000417720;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000469144;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000469144;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000446897;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole;0;50 sqmm;1;0000446897;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000446897;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000454674;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000454674;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000469143;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000469143;No Stay;9;1 Wire stay;7;4; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;0;50 sqmm;1;0000424614;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;4WAY;Strut Pole;LV;Pole;0;50 sqmm;1;0000424614;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole;0;50 sqmm;1;0000424614;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000424614;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;0000424614;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000427717;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000427717;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000427794;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000427794;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000427794;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000427794;No Stay;9;1 Wire stay;7;3; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000439375;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000439375;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000439375;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000439375;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000439382;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;0;50 sqmm;1;0000439382;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000439382;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000439382;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000439382;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000440074;No Stay;9;No Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000440074;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000440074;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000440074;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000440074;No Stay;9;No Wire stay;7;None; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000441318;No Stay;11;No Wire stay;1;1; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000441318;No Stay;11;1 Wire stay;2;None; ; ;0
N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;0000441318;No Stay;11;No Wire stay;3;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000451642;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole;0;50 sqmm;1;0000451642;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;0000451642;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000458187;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000458187;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000458187;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;0000465617;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000465617;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000469159;No Stay;9;2 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000469159;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000469159;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000469093;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000469093;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000469093;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000469093;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000436568;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000436568;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000436568;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;0000469095;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000469095;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000469095;No Stay;9;2 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;0000469145;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000469145;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000414021;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000414021;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000414021;No Stay;9;No Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000414021;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;0000414021;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1; ;No Stay;9;1 Wire stay;7;None; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1; ;No Stay;9;No Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000426420;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;0000426420;No Stay;9;No Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;0000426420;No Stay;9;1 Wire stay;7;1; ; ;0
N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;0000470273;No Stay;9;1 Wire stay;7;2; ; ;0
N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;0000470273;No Stay;9;No Wire stay;7;2; ; ;0
 ;ABC/3BC; ;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;3; 0000469488;No Stay;11;No Wire stay;7;1; ; ;0
 ;ABC/3BC; ;YES;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole; ;50 sqmm;3; 0000469488;No Stay;11;2 Wire stay;7;None; ; ;0
 ;ABC; ;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1; 0000469488;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000477400;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC; ;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000478550;No Stay;9;No Wire stay;7;1; ; ;0
grace jose;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000447942;No Stay;9;1 Wire stay;7;1; ; ;0
GRACE JOSE;ABC;TRUE;YES;Wood;400;INRTERMEDIATE;None;LV;Pole; ;50sqm;1; ;No Stay;9;1 wire saty;7;0; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;0000442313;No Stay;9;1 Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000442313;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000456581;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000456581;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000458981;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;0000424562;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000424562;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;0000424562;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000422517;No Stay;9;No Wire stay;7;1; ; ;0
 ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;0000422517;No Stay;11;No Wire stay;2;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;0000454711;No Stay;9;1 Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000454711;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;0000442436;No Stay;9;No Wire stay;7;None; ; ;0
 ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000442436;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000442440;No Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;0000442440;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
 ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;0000446327;No Stay;9;No Wire stay;7;1; ; ;0
