FID;Loading_Month;BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
653;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;NONE;50 sqmm;1;472300;No Stay;9;No Wire stay;7;2; ; ;0
654;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472325;No Stay;9;No Wire stay;7;None; ; ;0
655;May;NONE;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole;NONE;50 sqmm;1;472325;No Stay;9;No Wire stay;7;None; ; ;0
656;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472325;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
657;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;NONE;50 sqmm;1;472343;No Stay;9;No Wire stay;7;1; ; ;0
658;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;472343;No Stay;9;1 Wire stay;7;1; ; ;0
659;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472318;No Stay;9;1 Wire stay;7;1; ; ;0
660;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472318;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
661;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472318;No Stay;9;No Wire stay;7;None; ; ;0
662;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472296;No Stay;9;No Wire stay;7;None; ; ;0
663;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472296;No Stay;9;No Wire stay;7;None; ; ;0
664;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;472296;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
665;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472296;No Stay;9;1 Wire stay;7;1; ; ;0
666;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;NONE;50 sqmm;1;472339;No Stay;9;No Wire stay;7;3; ; ;0
667;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472339;No Stay;9;No Wire stay;7;None; ; ;0
668;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472315;No Stay;9;1 Wire stay;7;1; ; ;0
669;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472315;No Stay;9;No Wire stay;7;None; ; ;0
670;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472315;No Stay;9;No Wire stay;7;None; ; ;0
671;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;NONE;50 sqmm;1;472315;No Stay;9;1 Wire stay;7;2; ; ;0
672;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472307;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
673;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;Double Strut Pole;LV;Pole;NONE;50 sqmm;1;472307;No Stay;9;No Wire stay;7;1; ; ;0
674;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472307;No Stay;9;No Wire stay;7;None; ; ;0
675;May;NONE;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;NONE;50 sqmm;1;472301;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
676;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472301;No Stay;9;1 Wire stay;7;1; ; ;0
677;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472301;No Stay;9;1 Wire stay;7;1; ; ;0
678;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;476658;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
679;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;323133;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
680;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;423133;No Stay;9;No Wire stay;7;None; ; ;0
681;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;423133;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
682;May; ;3 WIRE ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;7;436251;No Stay;11;No Wire stay;1;1; ; ;0
683;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;474614;No Stay;9;No Wire stay;7;1; ; ;0
684;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;481315;Out Rigger Stay;9;1 Wire stay;7;2; ; ;0
685;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Double Strut Pole;LV;Pole; ;50 sqmm;1;463954;No Stay;9;No Wire stay;7;1; ; ;0
686;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;431808;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
687;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;431808;Out Rigger Stay;9;2 Wire stay;7;None; ; ;0
688;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;431808;No Stay;9;No Wire stay;7;1; ; ;0
689;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;431362;No Stay;9;No Wire stay;7;1; ; ;0
690;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;431362;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
691;May; ;3 WIRE BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50 sqmm;1;395778;No Stay;11;No Wire stay;7;1; ; ;0
692;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;404065;No Stay;9;No Wire stay;7;1; ; ;0
693;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;404076;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
694;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;404076;No Stay;9;No Wire stay;7;None; ; ;0
695;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;404076;No Stay;9;No Wire stay;7;None; ; ;0
696;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;1;50 sqmm;1;436315;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
697;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;436315;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
698;May;NONE;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;NONE;50 sqmm;1;472327;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
699;May;NONE;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;NONE;50 sqmm;1;472327;No Stay;9;No Wire stay;7;1; ; ;0
700;May;NONE;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;NONE;50 sqmm;1;472327;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
701;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;418913;No Stay;9;No Wire stay;6;None; ; ;0
702;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;418913;No Stay;11;No Wire stay;1;None; ; ;0
703;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;418913;No Stay;9;No Wire stay;1;1; ; ;0
704;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;419121;No Stay;9;No Wire stay;3;1; ; ;0
705;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;426072;No Stay;9;No Wire stay;3;1; ; ;0
706;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;426072;No Stay;9;1 Wire stay;1;1; ; ;0
707;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;2;50 sqmm;1;426108;No Stay;9;No Wire stay;1;None; ; ;0
708;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;419985;No Stay;9;No Wire stay;1;1; ; ;0
709;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;330678;No Stay;9;No Wire stay;1;1; ; ;0
710;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;405121;No Stay;9;No Wire stay;1;1; ; ;0
711;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;405121;No Stay;9;No Wire stay;1;None; ; ;0
712;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;Double Strut Pole;LV;Pole; ;50 sqmm;1;405121;No Stay;9;No Wire stay;1;1; ; ;0
713;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;449587;No Stay;11;1 Wire stay;1;None; ; ;0
714;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;1;449587;No Stay;11;No Wire stay;1;None; ; ;0
715;May; ;ABC;TRUE;YES;Wood;11000;INTER/ANGLE;None;Dual;Pole; ;50 sqmm;1;449587;No Stay;9;1 Wire stay;1;None; ; ;0
716;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;449587;No Stay;9;1 Wire stay;1;1; ; ;0
717;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;25/50 sqmm;1;400631;No Stay;11;No Wire stay;1;None; ; ;0
718;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;400631;No Stay;9;No Wire stay;1;None; ; ;0
719;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;400631;No Stay;9;No Wire stay;1;None; ; ;0
720;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;Strut Pole;LV;Pole; ;50 sqmm;1;400631;No Stay;9;No Wire stay;1;None; ; ;0
721;May; ;3BC/ABC;TRUE;YES;Wood;11000;INTER/ANGLE;Strut Pole;Dual;Pole; ;25/50 sqmm;1;400631;No Stay;11;No Wire stay;1;None; ; ;0
722;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;400631;No Stay;9;1 Wire stay;1;1; ; ;0
723;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;460155;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
724;May; ;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;464101;No Stay;9;No Wire stay;7;None; ; ;0
725;May; ;ABC;TRUE;NO;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;464101;No Stay;9;No Wire stay;7;1; ; ;0
726;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;458996;No Stay;9;1 Wire stay;7;1; ; ;0
727;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;458996;No Stay;9;1 Wire stay;7;1; ; ;0
728;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;468683;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
729;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;468683;No Stay;9;1 Wire stay;7;None; ; ;0
730;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;468683;No Stay;9;No Wire stay;7;None; ; ;0
731;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;468683;No Stay;9;1 Wire stay;7;1; ; ;0
732;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;413677;No Stay;9;1 Wire stay;7;None; ; ;0
733;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;368198;2;9;0;7; ; ;1;0
734;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;368198;1;9;0;7; ; ;1;0
735;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;420491;1;9;0;7; ; ;1;0
736;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;420491;1;9;0;7; ; ;1;0
737;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;432583;1;9;0;7; ; ;1;0
738;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;432583;1;9;0;7; ; ;1;0
739;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;440522;2;9;0;7; ; ;1;0
740;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;440522;1;9;0;7; ; ;1;0
741;May; ;8;1;1;Wood;11000;T/OFF;1;Dual;Pole; ;25/50 sqmm;7;446000;2;11;0;2; ; ;1;0
742;May; ;8;1;0;Wood;11000;INTERMEDIATE;1;Dual;Pole; ;25/50 sqmm;7;446000;1;11;0;1; ; ;1;0
743;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;450470;1;9;1;7; ; ; ;0
744;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;450470;1;9;0;7; ; ;1;0
745;May; ;1;1;1;Wood;400;TERMINAL;2;LV;Pole;1;50 sqmm;1;467814;1;9;0;7; ;1;2;0
746;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;3;50 sqmm;1;467814;1;9;0;7; ; ;1;0
747;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;474784;1;9;0;7; ; ;1;0
748;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;474784;1;9;0;7; ; ;1;0
749;May; ;8;1;0;Wood;11000;INTERMEDIATE;1;Dual;Pole; ;25/50 sqmm;7;5102040;1;11;0;1; ; ;1;0
750;May; ;8;1;1;Wood;11000;TERMINAL;2;Dual;Pole; ;25/50 sqmm;7;5102040;1;11;0;4; ; ;1;0
751;May; ;1;1;0;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;5103712;1;9;1;7; ; ;1;0
752;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5103712;1;9;0;7; ; ;1;0
753;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;4;50 sqmm;1;5105374;1;9;0;7; ; ; ;0
754;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;4;50 sqmm;1;5105374;1;9;0;7; ;1; ;0
755;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5106812;1;9;0;7; ; ;1;0
756;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5106812;1;9;0;7; ; ;1;0
757;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5107718;1;9;1;7; ; ;1;0
758;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5107718;1;9;0;7; ;1;1;0
759;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5108161;1;9;0;7; ;1; ;0
760;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;5108161;1;9;1;7; ;1; ;0
761;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;5108365;1;9;1;7; ;1; ;0
762;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;5108365;1;9;0;7; ;1; ;0
763;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;5106938;1;9;1;7; ; ;1;0
764;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5106938;1;9;0;7; ;1; ;0
765;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;418572;2;9;0;7; ; ;1;0
766;May; ;1;1;1;Wood;400;TERMINAL;2;LV;Pole; ;50 sqmm;1;418572;1;9;0;7; ; ;1;0
767;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;426321;1;9;1;7; ; ;1;0
768;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;426321;1;9;0;7; ; ;1;0
769;May; ;8;1;1;Wood;11000;T/OFF;1;Dual;Pole; ;25/50 sqmm;7;426321;1;11;0;2; ; ;1;0
770;May; ;1;1;0;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;426321;1;9;0;7; ; ;1;0
771;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;439111;1;9;0;7; ; ;1;0
772;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;439111;1;9;1;7; ; ;1;0
773;May; ;1;1;0;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;439111;1;9;0;7; ; ;1;0
774;May; ;1;1;1;Wood;400;TERMINAL;2;LV;Pole; ;50 sqmm;1;439111;1;9;0;7; ; ;1;0
775;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole;1;50 sqmm;1;337341;2;9;0;7; ; ; ;0
776;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;1;50 sqmm;1;337341;1;9;0;7; ; ;1;0
777;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;000045589.;2;9;0;7; ; ;1;0
778;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;000045589.;1;9;0;7; ; ;1;0
779;May; ;1;1;1;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;163299;1;9;1;7; ; ; ;0
780;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;163299;1;9;0;7; ; ;1;0
781;May; ;1;1;1;Wood;400;INTER/ANGLE;2;LV;Pole; ;50 sqmm;1;442677;1;9;0;7; ; ; ;0
782;May; ;1;1;1;Wood;400;TERMINAL;1;LV;Pole; ;50 sqmm;1;442677;1;9;1;7; ; ;1;0
783;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole;2;50 sqmm;1;442677;1;9;1;7; ; ;1;0
784;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole;2;50 sqmm;1;5104356;1;9;1;7; ; ; ;0
785;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5104356;1;9;0;7; ; ;1;0
786;May; ;1;1;1;Wood;400;INTER/ANGLE;1;LV;Pole; ;50 sqmm;1;5106766;1;9;1;7; ; ;1;0
787;May; ;1;1;1;Wood;400;INTERMEDIATE;1;LV;Pole; ;50 sqmm;1;5106766;1;9;0;7; ;1;1;0
788;May; ;1;1;1;Wood;400;TERMINAL; ;LV;Pole;1;50 sqmm;1;5106889;1;9;1;7; ; ;1;0
789;May; ;1;1;1;Wood;400;INTERMEDIATE; ;LV;Pole;1;50 sqmm;1;5106889;1;9;0;7; ;1; ;0
790;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;430597;No Stay;9;No Wire stay;7;1; ; ;0
791;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;453044;No Stay;9;1 Wire stay;7;2; ; ;0
792;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;472758;No Stay;9;No Wire stay;7;2; ; ;0
793;May; ;ABC/3BC;TRUE;YES;Wood;11000;STRAIN;Strut Pole;Dual;Pole; ;50/50 sqmm;5;472762;No Stay;11;1 Wire stay;7;1; ; ;0
794;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;474808;No Stay;9;No Wire stay;7;None; ; ;0
795;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;474808;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
796;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;477599;No Stay;9;No Wire stay;7;1; ; ;0
797;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;478098;No Stay;9;No Wire stay;7;1; ; ;0
798;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;478178;No Stay;9;No Wire stay;7;1; ; ;0
799;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;478761;No Stay;9;No Wire stay;7;1; ; ;0
800;May; ;ABC;TRUE;NO;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;478815;No Stay;9;1 Wire stay;7;None; ; ;0
801;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;478815;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
802;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;479736;No Stay;9;1 Wire stay;7;1; ; ;0
803;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;479736;No Stay;9;1 Wire stay;7;None; ; ;0
804;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;479736;No Stay;9;1 Wire stay;7;1; ; ;0
805;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;480766;No Stay;9;No Wire stay;7;1; ; ;0
806;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;483866;No Stay;9;1 Wire stay;7;1; ; ;0
807;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;403145;No Stay;9;1 Wire stay;7;1; ; ;0
808;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;422837;Out Rigger Stay;9;No Wire stay;7;2; ; ;0
809;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;422851;No Stay;9;No Wire stay;7;1; ; ;0
810;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;425314;No Stay;9;1 Wire stay;7;1; ; ;0
811;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;425314;No Stay;9;No Wire stay;7;None; ; ;0
812;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;463661;No Stay;9;1 Wire stay;7;1; ; ;0
813;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;463661;No Stay;9;No Wire stay;7;None; ; ;0
814;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;463661;No Stay;9;No Wire stay;7;None; ; ;0
815;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;463661;No Stay;9;No Wire stay;7;None; ; ;0
816;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;463661;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
817;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;3;466604;No Stay;11;No Wire stay;7;1; ; ;0
818;May; ;ABC; ;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;483168;No Stay;9;1 Wire stay;7;1; ; ;0
819;May; ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;483168;No Stay;9;1 Wire stay;7;1; ; ;0
820;May; ;ABC; ;NO;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;483198;No Stay;9;No Wire stay;7;None; ; ;0
821;May; ;ABC; ;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;483198;No Stay;9;1 Wire stay;7;None; ; ;0
822;May; ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;483198;No Stay;9;1 Wire stay;7;1; ; ;0
823;May; ;ABC; ;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;483171;No Stay;9;1 Wire stay;7;None; ; ;0
824;May; ;ABC; ;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;483171;No Stay;9;No Wire stay;7;None; ; ;0
825;May; ;ABC; ;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;483171;No Stay;9;2 Wire stay;7;None; ; ;0
826;May; ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;483171;No Stay;9;1 Wire stay;7;1; ; ;0
827;May; ;ABC; ;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;No Wire stay;7;2; ; ;0
828;May; ;ABC; ;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1; ;No Stay;9;1 Wire stay;7;1; ; ;0
829;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;428804;No Stay;9;1 Wire stay;7;1; ; ;0
