FID;Loading_Month;BPC_No;Configurat;Enabled;Grounded;PoleMateri;OperatingV;PoleStruct;PoleSuppor;PoleType;SUBTYPE;ServicesO;SizeForCon;VoltageFor;WoNumber;WireSuppor;PoleHeight;WirestayNo;DualStatus;ServicesU;Services3p;ServicesU1;ID
324;May; ;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole; ;50 sqmm;1;410707;No Stay;9;1 Wire stay;7;None; ; ;0
325;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;410707;No Stay;9;1 Wire stay;7;1; ; ;0
326;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;416060;No Stay;9;1 Wire stay;7;1; ; ;0
327;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;416060;No Stay;9;No Wire stay;7;None; ; ;0
328;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;416060;No Stay;9;1 Wire stay;7;1; ; ;0
329;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;1;50 sqmm;1;416062;No Stay;9;1 Wire stay;7;None; ; ;0
330;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;416062;No Stay;9;No Wire stay;7;None; ; ;0
331;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;416062;No Stay;9;1 Wire stay;7;1; ; ;0
332;May; ;ABC/3BC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50/50 sqmm;7;436110;No Stay;11;No Wire stay;2;1; ; ;0
333;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;436110;No Stay;9;1 Wire stay;7;1; ; ;0
334;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;439378;No Stay;9;1 Wire stay;7;2; ; ;0
335;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;442474;No Stay;9;1 Wire stay;7;None; ; ;0
336;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;442474;No Stay;9;1 Wire stay;7;1; ; ;0
337;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;443318;No Stay;9;1 Wire stay;7;None; ; ;0
338;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;443318;No Stay;9;1 Wire stay;7;None; ; ;0
339;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;443318;No Stay;9;No Wire stay;7;None; ; ;0
340;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;443318;No Stay;9;1 Wire stay;7;1; ; ;0
341;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;454459;No Stay;9;No Wire stay;7;2; ; ;0
342;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;454459;No Stay;9;1 Wire stay;7;None; ; ;0
343;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;454459;No Stay;9;1 Wire stay;7;1; ; ;0
344;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;434263;No Stay;9;1 Wire stay;7;2; ; ;0
345;May; ;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole; ;50 sqmm;1;437922;No Stay;9;No Wire stay;7;None; ; ;0
346;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;437922;No Stay;9;No Wire stay;7;None; ; ;0
347;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;437922;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
348;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;451960;Out Rigger Stay;9;No Wire stay;7;3; ; ;0
349;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;451971;No Stay;9;No Wire stay;7;1; ; ;0
350;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;456818;No Stay;9;1 Wire stay;7;1; ; ;0
351;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
352;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
353;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
354;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
355;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
356;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;456818;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
357;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;456818;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
358;May; ;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;456818;No Stay;9;No Wire stay;7;None; ; ;0
359;May; ;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole; ;50 sqmm;1;463180;No Stay;9;No Wire stay;7;1; ; ;0
360;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;463180;No Stay;9;1 Wire stay;7;1; ; ;0
361;May; ;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole; ;50 sqmm;1;467712;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
362;May; ;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole; ;50 sqmm;1;467712;No Stay;9;No Wire stay;7;None; ; ;0
363;May; ;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole; ;50 sqmm;1;467712;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
364;May;N/A;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;417679;No Stay;11;No Wire stay;3;1; ; ;0
365;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;417679;No Stay;9;1 Wire stay;7;1; ; ;0
366;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;417679;No Stay;9;No Wire stay;7;None; ; ;0
367;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;423131;No Stay;9;No Wire stay;7;None; ; ;0
368;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;423131;No Stay;9;1 Wire stay;7;1; ; ;0
369;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;423131;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
370;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;423131;No Stay;9;1 Wire stay;7;None; ; ;0
371;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;423131;No Stay;9;No Wire stay;7;1; ; ;0
372;May;N/A;ABC;TRUE;NO;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;423131;No Stay;9;2 Wire stay;7;None; ; ;0
373;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;429358;No Stay;9;No Wire stay;7;1; ; ;0
374;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;429358;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
375;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;429358;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
376;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;429358;No Stay;9;1 Wire stay;7;1; ; ;0
377;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;474885;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
378;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;474885;No Stay;9;No Wire stay;7;1; ; ;0
379;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;474885;No Stay;9;No Wire stay;7;None; ; ;0
380;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;426519;No Stay;9;1 Wire stay;7;2; ; ;0
381;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;426519;Out Rigger Stay;9;1 Wire stay;7;1; ; ;0
382;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;395290;No Stay;11;No Wire stay;1;None; ; ;0
383;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;395290;No Stay;11;No Wire stay;1;None; ; ;0
384;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;1;50/50 sqmm;7;395290;No Stay;11;No Wire stay;1;None; ; ;0
385;May;N/A;3 WIRE BC;TRUE;NO;Wood;11000;INTER/ANGLE;Strut Pole;HV;Pole;0;50 sqmm;3;395290;No Stay;11;No Wire stay;7;None; ; ;0
386;May;N/A;3BC/ABC;TRUE;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;395290;No Stay;11;1 Wire stay;4;1; ; ;0
387;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;420515;No Stay;9;1 Wire stay;7;1; ; ;0
388;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;420515;No Stay;9;1 Wire stay;7;1; ; ;0
389;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;420515;No Stay;9;1 Wire stay;7;2; ; ;0
390;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;428053;No Stay;9;1 Wire stay;7;1; ; ;0
391;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;428053;No Stay;9;No Wire stay;7;None; ; ;0
392;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;428053;No Stay;9;No Wire stay;7;None; ; ;0
393;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;428053;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
394;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;428864;No Stay;9;No Wire stay;7;1; ; ;0
395;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;428864;No Stay;9;1 Wire stay;7;1; ; ;0
396;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;428864;No Stay;9;1 Wire stay;7;None; ; ;0
397;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole;0;50/50 sqmm;7;469156;No Stay;11;No Wire stay;2;None; ; ;0
398;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50/50 sqmm;7;469156;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
399;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50/50 sqmm;7;469156;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
400;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;476982;No Stay;7;No Wire stay;7;None; ; ;0
401;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;476982;No Stay;9;No Wire stay;7;1; ; ;0
402;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;476982;No Stay;7;2 Wire stay;7;None; ; ;0
403;May;N/A;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;427974;No Stay;9;No Wire stay;7;None; ; ;0
404;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;427974;No Stay;9;2 Wire stay;7;None; ; ;0
405;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;427974;No Stay;9;No Wire stay;7;None; ; ;0
406;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;427974;No Stay;9;1 Wire stay;7;1; ; ;0
407;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;427974;No Stay;9;1 Wire stay;7;None; ; ;0
408;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;417720;No Stay;9;1 Wire stay;7;1; ; ;0
409;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;417720;No Stay;9;1 Wire stay;7;None; ; ;0
410;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;417720;No Stay;9;1 Wire stay;7;None; ; ;0
411;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;417720;No Stay;9;No Wire stay;7;1; ; ;0
412;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;469144;No Stay;9;No Wire stay;7;None; ; ;0
413;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;469144;No Stay;9;1 Wire stay;7;2; ; ;0
414;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;446897;No Stay;9;1 Wire stay;7;1; ; ;0
415;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole;0;50 sqmm;1;446897;No Stay;9;No Wire stay;7;1; ; ;0
416;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;446897;No Stay;9;1 Wire stay;7;None; ; ;0
417;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;454674;No Stay;9;1 Wire stay;7;2; ; ;0
418;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;454674;No Stay;9;No Wire stay;7;None; ; ;0
419;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;469143;No Stay;9;No Wire stay;7;None; ; ;0
420;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;469143;No Stay;9;1 Wire stay;7;4; ; ;0
421;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;0;50 sqmm;1;424614;No Stay;9;No Wire stay;7;1; ; ;0
422;May;N/A;ABC;TRUE;YES;Wood;400;4WAY;Strut Pole;LV;Pole;0;50 sqmm;1;424614;No Stay;9;No Wire stay;7;None; ; ;0
423;May;N/A;ABC;TRUE;YES;Wood;400;4WAY;None;LV;Pole;0;50 sqmm;1;424614;No Stay;9;1 Wire stay;7;None; ; ;0
424;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;424614;No Stay;9;No Wire stay;7;None; ; ;0
425;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;1;50 sqmm;1;424614;No Stay;9;No Wire stay;7;None; ; ;0
426;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;427717;No Stay;9;1 Wire stay;7;1; ; ;0
427;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;427717;No Stay;9;No Wire stay;7;1; ; ;0
428;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;427794;No Stay;9;1 Wire stay;7;1; ; ;0
429;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;427794;No Stay;9;No Wire stay;7;None; ; ;0
430;May;N/A;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;427794;No Stay;9;No Wire stay;7;None; ; ;0
431;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;427794;No Stay;9;1 Wire stay;7;3; ; ;0
432;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;439375;No Stay;9;No Wire stay;7;None; ; ;0
433;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;439375;Out Rigger Stay;9;No Wire stay;7;1; ; ;0
434;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;439375;No Stay;9;1 Wire stay;7;1; ; ;0
435;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;439375;No Stay;9;1 Wire stay;7;1; ; ;0
436;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;439382;No Stay;9;No Wire stay;7;None; ; ;0
437;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;0;50 sqmm;1;439382;No Stay;9;No Wire stay;7;1; ; ;0
438;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;439382;No Stay;9;No Wire stay;7;None; ; ;0
439;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;439382;No Stay;9;No Wire stay;7;1; ; ;0
440;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;439382;No Stay;9;No Wire stay;7;None; ; ;0
441;May;N/A;ABC;TRUE;NO;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;440074;No Stay;9;No Wire stay;7;2; ; ;0
442;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;440074;No Stay;9;1 Wire stay;7;None; ; ;0
443;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;440074;No Stay;9;1 Wire stay;7;1; ; ;0
444;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;440074;No Stay;9;No Wire stay;7;None; ; ;0
445;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;440074;No Stay;9;No Wire stay;7;None; ; ;0
446;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;441318;No Stay;11;No Wire stay;1;1; ; ;0
447;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;441318;No Stay;11;1 Wire stay;2;None; ; ;0
448;May;N/A;3BC/ABC;TRUE;NO;Wood;11000;INTERMEDIATE;None;Dual;Pole;0;50/50 sqmm;7;441318;No Stay;11;No Wire stay;3;None; ; ;0
449;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;451642;Out Rigger Stay;9;1 Wire stay;7;None; ; ;0
450;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Double Strut Pole;LV;Pole;0;50 sqmm;1;451642;No Stay;9;No Wire stay;7;1; ; ;0
451;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;451642;No Stay;9;No Wire stay;7;1; ; ;0
452;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;458187;No Stay;9;1 Wire stay;7;None; ; ;0
453;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;458187;No Stay;9;1 Wire stay;7;1; ; ;0
454;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;458187;Out Rigger Stay;9;No Wire stay;7;None; ; ;0
455;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole;1;50 sqmm;1;465617;No Stay;9;No Wire stay;7;1; ; ;0
456;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;465617;No Stay;9;No Wire stay;7;1; ; ;0
457;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;469159;No Stay;9;2 Wire stay;7;1; ; ;0
458;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;469159;No Stay;9;No Wire stay;7;1; ; ;0
459;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;469159;No Stay;9;1 Wire stay;7;2; ; ;0
460;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;469093;No Stay;9;No Wire stay;7;None; ; ;0
461;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;469093;No Stay;9;1 Wire stay;7;1; ; ;0
462;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;469093;No Stay;9;No Wire stay;7;1; ; ;0
463;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;1;50 sqmm;1;469093;No Stay;9;1 Wire stay;7;1; ; ;0
464;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;436568;No Stay;9;No Wire stay;7;None; ; ;0
465;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;436568;No Stay;9;No Wire stay;7;1; ; ;0
466;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;436568;No Stay;9;No Wire stay;7;1; ; ;0
467;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1;469095;No Stay;9;1 Wire stay;7;None; ; ;0
468;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;469095;No Stay;9;No Wire stay;7;1; ; ;0
469;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;469095;No Stay;9;2 Wire stay;7;1; ; ;0
470;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;1;50 sqmm;1;469145;No Stay;9;1 Wire stay;7;None; ; ;0
471;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;469145;No Stay;9;1 Wire stay;7;2; ; ;0
472;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;414021;No Stay;9;No Wire stay;7;None; ; ;0
473;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;414021;No Stay;9;1 Wire stay;7;1; ; ;0
474;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;414021;No Stay;9;No Wire stay;7;2; ; ;0
475;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;414021;No Stay;9;1 Wire stay;7;1; ; ;0
476;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1;414021;No Stay;9;No Wire stay;7;None; ; ;0
477;May;N/A;ABC;TRUE;NO;Wood;400;INTER/ANGLE;Strut Pole;LV;Pole;0;50 sqmm;1; ;No Stay;9;1 Wire stay;7;None; ; ;0
478;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;None;LV;Pole;0;50 sqmm;1; ;No Stay;9;No Wire stay;7;None; ; ;0
479;May;N/A;ABC;TRUE;NO;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1; ;No Stay;9;No Wire stay;7;2; ; ;0
480;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;426420;No Stay;9;1 Wire stay;7;1; ; ;0
481;May;N/A;ABC;TRUE;YES;Wood;400;INTERMEDIATE;None;LV;Pole;0;50 sqmm;1;426420;No Stay;9;No Wire stay;7;1; ; ;0
482;May;N/A;ABC;TRUE;YES;Wood;400;INTER/ANGLE;None;LV;Pole;0;50 sqmm;1;426420;No Stay;9;1 Wire stay;7;1; ; ;0
483;May;N/A;ABC;TRUE;YES;Wood;400;TERMINAL;None;LV;Pole;0;50 sqmm;1;470273;No Stay;9;1 Wire stay;7;2; ; ;0
484;May;N/A;ABC;TRUE;YES;Wood;400;T/OFF;Strut Pole;LV;Pole;0;50 sqmm;1;470273;No Stay;9;No Wire stay;7;2; ; ;0
485;May; ;ABC/3BC; ;YES;Wood;11000;INTERMEDIATE;None;Dual;Pole; ;50 sqmm;3;469488;No Stay;11;No Wire stay;7;1; ; ;0
486;May; ;ABC/3BC; ;YES;Wood;11000;INTERMEDIATE;Strut Pole;Dual;Pole; ;50 sqmm;3;469488;No Stay;11;2 Wire stay;7;None; ; ;0
487;May; ;ABC; ;YES;Wood;400;TERMINAL;Strut Pole;LV;Pole; ;50 sqmm;1;469488;No Stay;9;No Wire stay;7;1; ; ;0
